cod,name,generation,status,species,form,type1,type2,height_m,weight_kg,total,hp,attack,defense,spatk,spdef,speed,img
864,Cursola,8,Normal,Coral Pokémon,,Ghost,,1.0,0.4,510,60,95,50,145,130,30,https://img.pokemondb.net/sprites/home/normal/cursola.png
865,Sirfetch'd,8,Normal,Wild Duck Pokémon,,Fighting,,0.8,117.0,507,62,135,95,68,82,65,https://img.pokemondb.net/sprites/home/normal/sirfetchd.png
866,Mr. Rime,8,Normal,Comedian Pokémon,,Psychic,Ice,1.5,58.2,520,80,85,75,110,100,70,https://img.pokemondb.net/sprites/home/normal/mr-rime.png
867,Runerigus,8,Normal,Grudge Pokémon,,Ground,Ghost,1.6,66.6,483,58,95,145,50,105,30,https://img.pokemondb.net/sprites/home/normal/runerigus.png
868,Milcery,8,Normal,Cream Pokémon,,Fairy,,0.2,0.3,270,45,40,40,50,61,34,https://img.pokemondb.net/sprites/home/normal/milcery.png
869,Alcremie,8,Normal,Cream Pokémon,,Fairy,,0.3,0.5,495,65,60,75,110,121,64,https://img.pokemondb.net/sprites/home/normal/alcremie.png
870,Falinks,8,Normal,Formation Pokémon,,Fighting,,3.0,62.0,470,65,100,100,70,60,75,https://img.pokemondb.net/sprites/home/normal/falinks.png
871,Pincurchin,8,Normal,Sea Urchin Pokémon,,Electric,,0.3,1.0,435,48,101,95,91,85,15,https://img.pokemondb.net/sprites/home/normal/pincurchin.png
872,Snom,8,Normal,Worm Pokémon,,Ice,Bug,0.3,3.8,185,30,25,35,45,30,20,https://img.pokemondb.net/sprites/home/normal/snom.png
873,Frosmoth,8,Normal,Frost Moth Pokémon,,Ice,Bug,1.3,42.0,475,70,65,60,125,90,65,https://img.pokemondb.net/sprites/home/normal/frosmoth.png
874,Stonjourner,8,Normal,Big Rock Pokémon,,Rock,,2.5,520.0,470,100,125,135,20,20,70,https://img.pokemondb.net/sprites/home/normal/stonjourner.png
875,Eiscue,8,Normal,Penguin Pokémon,Ice Face,Ice,,1.4,89.0,470,75,80,110,65,90,50,https://img.pokemondb.net/sprites/home/normal/eiscue-ice.png
875,Eiscue,8,Normal,Penguin Pokémon,Noice Face,Ice,,1.4,89.0,470,75,80,70,65,50,130,https://img.pokemondb.net/sprites/home/normal/eiscue-noice.png
876,Indeedee,8,Normal,Emotion Pokémon,Male,Psychic,Normal,0.9,28.0,475,60,65,55,105,95,95,https://img.pokemondb.net/sprites/home/normal/indeedee-male.png
876,Indeedee,8,Normal,Emotion Pokémon,Female,Psychic,Normal,0.9,28.0,475,70,55,65,95,105,85,https://img.pokemondb.net/sprites/home/normal/indeedee-female.png
877,Morpeko,8,Normal,Two-Sided Pokémon,Full Belly Mode,Electric,Dark,0.3,3.0,436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/home/normal/morpeko-full-belly.png
877,Morpeko,8,Normal,Two-Sided Pokémon,Hangry Mode,Electric,Dark,0.3,3.0,436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/home/normal/morpeko-hangry.png
878,Cufant,8,Normal,Copperderm Pokémon,,Steel,,1.2,100.0,330,72,80,49,40,49,40,https://img.pokemondb.net/sprites/home/normal/cufant.png
879,Copperajah,8,Normal,Copperderm Pokémon,,Steel,,3.0,650.0,500,122,130,69,80,69,30,https://img.pokemondb.net/sprites/home/normal/copperajah.png
880,Dracozolt,8,Normal,Fossil Pokémon,,Electric,Dragon,1.8,190.0,505,90,100,90,80,70,75,https://img.pokemondb.net/sprites/home/normal/dracozolt.png
881,Arctozolt,8,Normal,Fossil Pokémon,,Electric,Ice,2.3,150.0,505,90,100,90,90,80,55,https://img.pokemondb.net/sprites/home/normal/arctozolt.png
882,Dracovish,8,Normal,Fossil Pokémon,,Water,Dragon,2.3,215.0,505,90,90,100,70,80,75,https://img.pokemondb.net/sprites/home/normal/dracovish.png
883,Arctovish,8,Normal,Fossil Pokémon,,Water,Ice,2.0,175.0,505,90,90,100,80,90,55,https://img.pokemondb.net/sprites/home/normal/arctovish.png
884,Duraludon,8,Normal,Alloy Pokémon,,Steel,Dragon,1.8,40.0,535,70,95,115,120,50,85,https://img.pokemondb.net/sprites/home/normal/duraludon.png
885,Dreepy,8,Normal,Lingering Pokémon,,Dragon,Ghost,0.5,2.0,270,28,60,30,40,30,82,https://img.pokemondb.net/sprites/home/normal/dreepy.png
886,Drakloak,8,Normal,Caretaker Pokémon,,Dragon,Ghost,1.4,11.0,410,68,80,50,60,50,102,https://img.pokemondb.net/sprites/home/normal/drakloak.png
887,Dragapult,8,Normal,Stealth Pokémon,,Dragon,Ghost,3.0,50.0,600,88,120,75,100,75,142,https://img.pokemondb.net/sprites/home/normal/dragapult.png
888,Zacian,8,Legendary,Warrior Pokémon,Crowned Sword,Fairy,Steel,2.8,355.0,720,92,170,115,80,115,148,https://img.pokemondb.net/sprites/home/normal/zacian-crowned.png
888,Zacian,8,Legendary,Warrior Pokémon,Hero of Many Battles,Fairy,,2.8,110.0,670,92,130,115,80,115,138,https://img.pokemondb.net/sprites/home/normal/zacian-hero.png
889,Zamazenta,8,Legendary,Warrior Pokémon,Crowned Shield,Fighting,Steel,2.9,785.0,720,92,130,145,80,145,128,https://img.pokemondb.net/sprites/home/normal/zamazenta-crowned.png
889,Zamazenta,8,Legendary,Warrior Pokémon,Hero of Many Battles,Fighting,,2.9,210.0,670,92,130,115,80,115,138,https://img.pokemondb.net/sprites/home/normal/zamazenta-hero.png
890,Eternatus,8,Legendary,Gigantic Pokémon,,Poison,Dragon,20.0,950.0,690,140,85,95,145,95,130,https://img.pokemondb.net/sprites/home/normal/eternatus.png
890,Eternatus,8,Legendary,Gigantic Pokémon,Eternamax,Poison,Dragon,100.0,,1125,255,115,250,125,250,130,https://img.pokemondb.net/sprites/home/normal/eternatus-eternamax.png
